postcode,state,latitude,longitude,localities
4723,QLD,-23.03136,148.13829,15
4724,QLD,-23.63326,146.76924,9
4725,QLD,-23.65767,145.17287,5
4726,QLD,-22.54183,145.54798,3
4727,QLD,-23.51564,144.61698,1
4728,QLD,-23.14546,146.10519,4
4730,QLD,-23.78437,143.45201,11
4731,QLD,-24.69589,144.24817,2
4732,QLD,-22.41120,144.56633,2
4733,QLD,-21.77123,143.50303,1
4735,QLD,-22.81058,141.86177,4
4736,QLD,-24.93661,143.10313,1
4737,QLD,-21.43004,149.17807,12
4738,QLD,-21.62224,149.26745,2
4739,QLD,-21.93057,149.39505,1
4740,QLD,-21.35031,149.10047,69
4741,QLD,-20.80860,149.27170,35
4742,QLD,-21.72803,148.57204,12
4743,QLD,-21.45373,147.90699,2
4744,QLD,-22.01839,148.04513,2
4745,QLD,-22.49788,148.25959,2
4746,QLD,-22.85194,148.85093,3
4750,QLD,-21.04257,149.15228,2
4751,QLD,-21.22186,149.04070,4
4753,QLD,-21.16902,148.95255,2
4754,QLD,-21.18806,148.83276,7
4756,QLD,-21.12633,148.60968,2
4757,QLD,-21.05427,148.50081,5
4798,QLD,-20.88991,148.73779,5
4799,QLD,-20.72042,148.62201,2
4800,QLD,-20.45579,148.51547,40
4801,QLD,-20.05330,148.88717,1
4802,QLD,-20.27107,148.98904,10
4803,QLD,-20.35407,148.95882,1
4804,QLD,-20.86795,147.51846,6
4805,QLD,-20.01661,148.45799,10
4806,QLD,-19.85103,147.42730,14
4807,QLD,-19.89437,147.15793,20
4808,QLD,-19.51007,147.30440,2
4809,QLD,-19.53085,147.13982,8
4810,QLD,-19.22620,146.76579,17
4811,QLD,-19.32311,146.84033,9
4812,QLD,-19.28663,146.78772,10
4813,QLD,-19.33893,146.78637,2
4814,QLD,-19.28582,146.75474,13
4815,QLD,-19.40350,146.69172,6
4816,QLD,-19.73859,146.77040,41
4817,QLD,-19.31050,146.65231,8
4818,QLD,-19.24032,146.55897,20
4819,QLD,-19.13956,146.83501,8
4820,QLD,-20.29437,146.26970,21
4821,QLD,-20.88493,144.20760,7
4822,QLD,-20.59550,142.96453,10
4823,QLD,-19.21447,141.24375,8
4824,QLD,-20.76831,140.63413,8
4825,QLD,-20.95642,137.70597,45
4828,QLD,-19.54375,138.35072,1
4829,QLD,-23.32994,140.22124,8
4830,QLD,-17.81476,138.87976,7
4849,QLD,-18.26565,146.02793,5
4850,QLD,-18.56317,146.48882,33
4852,QLD,-17.83992,146.09889,13
4854,QLD,-18.01755,145.84275,26
4855,QLD,-17.81219,146.01211,9
4856,QLD,-17.74267,145.93910,9
4857,QLD,-17.74886,146.05918,1
4858,QLD,-17.62258,146.07881,6
4859,QLD,-17.60361,145.95776,3
4860,QLD,-17.52174,145.89438,41
4861,QLD,-17.35282,145.87217,3
4865,QLD,-17.07820,145.79142,8
4868,QLD,-16.97975,145.73182,5
4869,QLD,-17.02559,145.73042,6
4870,QLD,-16.92621,145.73881,32
4871,QLD,-17.04604,145.72407,92
4872,QLD,-17.99833,145.10857,25
4873,QLD,-16.24578,145.30525,32
4874,QLD,-12.41308,142.37426,12
4875,QLD,-9.58490,143.76921,40
4876,QLD,-11.18831,142.47086,7
4877,QLD,-16.53529,145.46760,7
4878,QLD,-16.83938,145.71153,7
4879,QLD,-16.78978,145.66647,7
4880,QLD,-16.99201,145.34566,8
4881,QLD,-17.14362,145.47095,4
4882,QLD,-17.20252,145.47284,1
4883,QLD,-17.33327,145.47666,5
4884,QLD,-17.27222,145.65142,4
4885,QLD,-17.38419,145.62414,9
4886,QLD,-17.53568,145.63379,8
4887,QLD,-17.39644,145.38805,6
4888,QLD,-17.49934,145.49105,5
4890,QLD,-17.74187,141.18506,3
4891,QLD,-17.44738,140.92883,1
4892,QLD,-14.66040,143.37350,33
4895,QLD,-16.07163,145.26785,9
5000,SA,-34.93646,138.60776,9
5001,SA,-34.92850,138.60075,1
5005,SA,-34.91940,138.60351,3
5006,SA,-34.91152,138.58450,2
5007,SA,-34.90326,138.56787,5
5008,SA,-34.88751,138.55941,8
5009,SA,-34.89691,138.54249,3
5010,SA,-34.85750,138.55832,4
5011,SA,-34.88027,138.53072,6
5012,SA,-34.86303,138.54164,4
5013,SA,-34.84198,138.55345,6
5014,SA,-34.86475,138.50925,6
5015,SA,-34.81911,138.52030,9
5016,SA,-34.82452,138.49380,3
5017,SA,-34.80649,138.49813,2
5018,SA,-34.77906,138.49958,2
5019,SA,-34.84771,138.47705,4
5020,SA,-34.86732,138.48164,1
5021,SA,-34.86628,138.49291,1
5022,SA,-34.90546,138.49264,5
5023,SA,-34.90073,138.51199,3
5024,SA,-34.94883,138.50605,3
5025,SA,-34.91238,138.52957,2
5031,SA,-34.93693,138.57087,5
5032,SA,-34.93573,138.54436,3
5033,SA,-34.93886,138.55845,7
5034,SA,-34.95623,138.58811,5
5035,SA,-34.95208,138.57519,6
5037,SA,-34.95740,138.54583,4
5038,SA,-34.96805,138.54837,4
5039,SA,-34.97626,138.57074,4
5040,SA,-34.96308,138.52741,1
5041,SA,-35.00298,138.59418,5
5042,SA,-35.00774,138.57435,6
5043,SA,-35.00549,138.55385,5
5044,SA,-35.00121,138.51631,2
5045,SA,-34.97712,138.51697,5
5046,SA,-35.00379,138.53543,3
5047,SA,-35.03070,138.54657,4
5048,SA,-35.01742,138.52046,5
5049,SA,-35.04539,138.52272,5
5050,SA,-35.02631,138.60127,2
5051,SA,-35.03377,138.62041,4
5052,SA,-35.00389,138.61868,2
5061,SA,-34.95720,138.60648,6
5062,SA,-35.00406,138.60239,11
5063,SA,-34.95432,138.62148,5
5064,SA,-34.96319,138.64918,6
5065,SA,-34.94036,138.63397,5
5066,SA,-34.94096,138.66029,7
5067,SA,-34.91998,138.63057,5
5068,SA,-34.92260,138.65500,8
5069,SA,-34.90760,138.62353,6
5070,SA,-34.90050,138.64217,10
5071,SA,-34.92291,138.62301,2
5072,SA,-34.91208,138.69611,8
5073,SA,-34.89528,138.68315,4
5074,SA,-34.88423,138.66927,2
5075,SA,-34.86133,138.67525,2
5076,SA,-34.87384,138.70368,2
5081,SA,-34.89142,138.61767,6
5082,SA,-34.88602,138.58708,6
5083,SA,-34.87936,138.60993,3
5084,SA,-34.86441,138.58160,4
5085,SA,-34.85719,138.61535,6
5086,SA,-34.85425,138.64344,6
5087,SA,-34.87699,138.63771,2
5088,SA,-34.84714,138.67378,1
5089,SA,-34.85105,138.72449,1
5090,SA,-34.84335,138.70463,1
5091,SA,-34.82261,138.73557,3
5092,SA,-34.82132,138.68023,4
5093,SA,-34.83977,138.65797,2
5094,SA,-34.80274,138.58151,3
5095,SA,-34.82068,138.61990,3
5096,SA,-34.79855,138.64469,3
5097,SA,-34.81961,138.70726,3
5098,SA,-34.82960,138.63895,2
5106,SA,-34.79317,138.62946,5
5107,SA,-34.78445,138.60987,2
5108,SA,-34.76155,138.61884,5
5109,SA,-34.77446,138.66233,6
5110,SA,-34.72213,138.56504,6
5111,SA,-34.71295,138.63531,2
5112,SA,-34.72623,138.66662,6
5113,SA,-34.70271,138.67263,9
5114,SA,-34.71868,138.75425,12
5115,SA,-34.66949,138.68170,4
5116,SA,-34.62278,138.72406,5
5117,SA,-34.64127,138.63654,1
5118,SA,-34.58465,138.70740,16
5120,SA,-34.66855,138.50790,3
5121,SA,-34.68295,138.62481,4
5125,SA,-34.77323,138.73873,3
5126,SA,-34.79341,138.72495,3
5127,SA,-34.79668,138.67466,1
5131,SA,-34.79529,138.75811,3
5132,SA,-34.85732,138.75703,1
5133,SA,-34.81093,138.77698,1
5134,SA,-34.89186,138.76055,2
5136,SA,-34.92112,138.73511,1
5137,SA,-34.94578,138.73596,2
5138,SA,-34.93491,138.76859,1
5139,SA,-34.92484,138.78870,1
5140,SA,-34.93924,138.71020,1
5141,SA,-34.95732,138.72242,2
5142,SA,-34.96081,138.74022,1
5144,SA,-34.96850,138.76903,1
5150,SA,-35.01089,138.65494,2
5151,SA,-34.97428,138.72390,1
5152,SA,-34.99840,138.70396,5
5153,SA,-35.09834,138.76143,13
5154,SA,-35.02325,138.73592,1
5155,SA,-35.02008,138.75673,2
5156,SA,-35.03019,138.65670,1
5157,SA,-35.14349,138.63312,8
5158,SA,-35.08201,138.51928,7
5159,SA,-35.06171,138.60390,4
5160,SA,-35.11012,138.50172,3
5161,SA,-35.09638,138.51565,3
5162,SA,-35.11212,138.56522,2
5163,SA,-35.15080,138.54621,5
5164,SA,-35.12482,138.50036,1
5165,SA,-35.13739,138.47509,2
5166,SA,-35.11825,138.47683,3
5167,SA,-35.16687,138.48121,2
5168,SA,-35.14974,138.49632,3
5169,SA,-35.19421,138.47796,5
5170,SA,-35.23727,138.47894,1
5171,SA,-35.19648,138.55344,5
5172,SA,-35.28775,138.55517,13
5173,SA,-35.29057,138.47000,4
5174,SA,-35.33057,138.47117,2
5201,SA,-35.20787,138.71803,5
5202,SA,-35.38602,138.50592,3
5203,SA,-35.45084,138.38813,6
5204,SA,-35.57216,138.32457,10
5210,SA,-35.38771,138.65568,3
5211,SA,-35.56370,138.61944,14
5212,SA,-35.52080,138.66878,1
5213,SA,-35.50062,138.71019,1
5214,SA,-35.49121,138.83481,8
5220,SA,-35.74496,137.23675,1
5221,SA,-35.79378,137.72022,3
5222,SA,-35.80312,137.92009,18
5223,SA,-35.78616,137.53965,35
5231,SA,-34.80293,138.82719,3
5232,SA,-34.85545,138.81596,1
5233,SA,-34.84383,138.88589,4
5234,SA,-34.80514,138.96607,1
5235,SA,-34.68801,139.07815,6
5236,SA,-34.82943,139.05170,1
5237,SA,-34.82311,139.19187,4
5238,SA,-34.86489,139.48456,33
5240,SA,-34.90691,138.81528,1
5241,SA,-34.89717,138.86436,1
5242,SA,-34.99842,138.81913,1
5243,SA,-34.96322,138.82816,1
5244,SA,-34.93866,138.94638,5
5245,SA,-35.03159,138.79997,3
5250,SA,-35.04361,138.86191,3
5251,SA,-35.08506,138.89115,6
5252,SA,-35.05009,138.94587,7
5253,SA,-35.11153,139.27622,26
5254,SA,-35.08072,139.38978,18
5255,SA,-35.24854,138.97586,19
5256,SA,-35.48868,139.01364,6
5259,SA,-35.51442,139.24436,15
5260,SA,-35.25872,139.52956,3
5261,SA,-35.59601,139.93516,5
5262,SA,-36.78052,140.90454,4
5263,SA,-37.30704,140.83844,1
5264,SA,-35.66995,139.27574,7
5265,SA,-35.71882,139.74342,2
5266,SA,-35.90284,139.81554,4
5267,SA,-36.08425,140.34237,12
5268,SA,-36.18938,140.78820,9
5269,SA,-36.38927,140.84258,4
5270,SA,-36.40769,140.59560,6
5271,SA,-36.87936,140.64709,18
5272,SA,-37.16286,140.32180,6
5273,SA,-36.94259,140.24606,1
5275,SA,-36.61323,139.93713,15
5276,SA,-37.21415,139.91738,3
5277,SA,-37.40971,140.81827,8
5278,SA,-37.50556,140.67615,4
5279,SA,-37.57469,140.46249,6
5280,SA,-37.50606,140.30450,18
5290,SA,-37.83984,140.76454,2
5291,SA,-37.92270,140.72431,37
5301,SA,-35.45646,140.02354,9
5302,SA,-35.57951,140.32532,3
5303,SA,-35.19138,140.68532,1
5304,SA,-35.42638,140.74476,4
5306,SA,-35.09680,139.69089,1
5307,SA,-35.03756,140.24215,6
5308,SA,-34.62713,140.05065,7
5309,SA,-34.85067,140.11439,4
5310,SA,-34.79483,140.36731,2
5311,SA,-34.68935,140.73125,13
5320,SA,-34.00500,139.62350,14
5321,SA,-34.04850,139.77071,2
5322,SA,-34.17788,139.95594,5
5330,SA,-33.97265,140.02949,17
5331,SA,-34.21707,140.31820,2
5332,SA,-34.25110,140.28104,4
5333,SA,-34.47278,140.63364,10
5340,SA,-34.19562,140.80011,6
5341,SA,-33.77509,140.73375,12
5342,SA,-34.24030,140.55187,1
5343,SA,-34.32129,140.55618,6
5344,SA,-34.28534,140.51443,1
5345,SA,-34.18703,140.45451,3
5346,SA,-34.25001,140.39720,1
5350,SA,-34.55090,138.83423,2
5351,SA,-34.64090,138.88648,7
5352,SA,-34.54704,138.95954,7
5353,SA,-34.57894,139.36998,13
5354,SA,-34.54122,139.62268,7
5355,SA,-34.44397,139.00789,8
5356,SA,-34.37280,139.28108,7
5357,SA,-34.33498,139.54088,7
5360,SA,-34.44681,138.89795,2
5371,SA,-34.49233,138.76303,4
5372,SA,-34.43592,138.79855,1
5373,SA,-34.30301,138.93034,8
5374,SA,-34.15248,139.12488,15
5381,SA,-33.95610,139.13215,10
5400,SA,-34.45754,138.68003,4
5401,SA,-34.29774,138.65987,3
5410,SA,-34.36682,138.76833,2
5411,SA,-34.25636,138.77235,2
5412,SA,-34.18289,138.77527,4
5413,SA,-34.08028,138.88346,9
5414,SA,-33.94943,138.77366,1
5415,SA,-33.94268,138.72288,2
5416,SA,-33.81406,138.83666,2
5417,SA,-33.46741,139.86582,23
5418,SA,-33.35733,139.14383,2
5419,SA,-33.39774,138.89334,7
5420,SA,-33.25259,138.96123,2
5421,SA,-33.13467,138.98583,2
5422,SA,-32.93984,138.80379,14
5431,SA,-32.27837,138.86895,19
5432,SA,-32.07238,138.77479,13
5433,SA,-32.23141,138.07990,6
5434,SA,-31.63812,138.75799,11
5440,SA,-32.08988,140.15343,48
5451,SA,-34.09223,138.62088,2
5452,SA,-33.96945,138.65278,2
5453,SA,-33.80293,138.58268,16
5454,SA,-33.48615,138.61607,7
5455,SA,-33.67395,138.63347,1
5460,SA,-34.31243,138.51797,4
5461,SA,-34.09531,138.44446,13
5462,SA,-33.89638,138.43015,1
5464,SA,-33.67642,138.39411,8
5470,SA,-33.57538,138.48268,1
5471,SA,-33.47611,138.42432,1
5472,SA,-33.38723,138.41029,1
5473,SA,-33.25713,138.35128,1
5480,SA,-33.12575,138.31983,3
5481,SA,-33.01245,138.23972,4
5482,SA,-32.84220,138.35735,2
5483,SA,-32.88630,138.12371,1
5485,SA,-32.54638,138.20704,1
5490,SA,-33.14738,138.45191,3
5491,SA,-33.21714,138.59212,7
5493,SA,-33.01503,138.74660,1
5495,SA,-32.95255,137.97132,7
5501,SA,-34.59507,138.54800,14
5502,SA,-34.50554,138.57071,6
5510,SA,-33.94910,138.18899,1
5520,SA,-33.76911,138.12018,6
5521,SA,-33.56755,138.21004,1
5522,SA,-33.57819,138.00332,4
5523,SA,-33.37189,138.14008,10
5540,SA,-33.21712,138.06662,15
5550,SA,-34.09304,138.24379,8
5552,SA,-34.07108,137.93411,7
5554,SA,-33.92961,137.77150,11
5555,SA,-33.65207,138.19348,11
5556,SA,-33.95085,137.61083,4
5558,SA,-34.10521,137.59845,14
5560,SA,-33.89505,138.03187,2
5570,SA,-34.27271,137.94535,5
5571,SA,-34.49810,137.82328,10
5572,SA,-34.23714,137.81253,2
5573,SA,-34.50300,137.50567,11
5575,SA,-34.82010,137.54127,18
5576,SA,-35.05077,137.56046,3
5577,SA,-34.98078,137.25765,6
5580,SA,-34.65316,137.78682,2
5581,SA,-34.78963,137.74883,2
5582,SA,-34.94231,137.73459,2
5583,SA,-35.11791,137.79698,3
5600,SA,-33.03634,137.27729,4
5601,SA,-32.93004,137.67451,10
5602,SA,-33.52395,136.84940,9
5603,SA,-33.83121,136.49996,4
5604,SA,-34.00333,136.30176,1
5605,SA,-34.25830,136.15409,2
5606,SA,-35.15671,136.51144,4
5607,SA,-35.10076,136.37914,51
5608,SA,-33.03888,137.52679,5
5609,SA,-33.16758,137.39528,4
5611,SA,-32.94219,137.02251,9
5630,SA,-34.42022,135.64085,2
5631,SA,-34.28578,135.66453,2
5632,SA,-34.07109,135.62348,4
5633,SA,-33.43813,135.62500,3
5640,SA,-33.60602,136.43766,4
5641,SA,-33.05868,136.31106,15
5642,SA,-33.55873,136.10317,5
5650,SA,-33.15229,135.74015,3
5651,SA,-33.16961,135.52843,1
5652,SA,-33.03210,135.31245,3
5653,SA,-32.96799,135.22927,1
5654,SA,-32.86079,134.99083,4
5655,SA,-32.59267,135.00275,7
5660,SA,-32.56824,134.58621,2
5661,SA,-32.34937,134.59555,5
5670,SA,-33.40936,135.02078,11
5671,SA,-33.14494,134.60175,8
5680,SA,-32.68883,134.39210,21
5690,SA,-31.98642,133.25248,27
5700,SA,-32.63480,137.74925,13
5701,SA,-32.57780,137.96100,5
5710,SA,-27.46722,134.43004,7
5713,SA,-31.74887,137.63137,13
5715,SA,-32.32126,137.22395,7
5717,SA,-32.08566,135.90645,15
5719,SA,-30.69215,135.12624,10
5720,SA,-30.41707,136.42623,11
5722,SA,-30.71795,137.18278,2
5723,SA,-28.58052,135.01332,14
5724,SA,-27.25231,133.58521,3
5725,SA,-30.49654,136.72027,3
5730,SA,-31.01104,138.54634,18
5731,SA,-29.70006,139.34180,21
5732,SA,-30.53369,139.07844,16
5733,SA,-28.48074,138.42744,17
5734,SA,-26.78645,135.50770,8
5800,SA,-34.92850,138.60075,1
5801,SA,-34.92850,138.60075,1
5810,SA,-34.92850,138.60075,1
5839,SA,-34.92850,138.60075,1
5942,SA,-34.86002,138.56591,1
5950,SA,-34.94515,138.53018,2
6000,WA,-31.94876,115.85991,3
6001,WA,-31.99212,115.76323,1
6003,WA,-31.93927,115.86914,2
6004,WA,-31.95693,115.87460,1
6005,WA,-31.95707,115.83690,2
6006,WA,-31.92934,115.85291,1
6007,WA,-31.93567,115.83433,2
6008,WA,-31.95660,115.81143,4
6009,WA,-31.98579,115.80469,5
6010,WA,-31.97165,115.77639,5
6011,WA,-31.99637,115.75765,2
6012,WA,-32.01598,115.76340,1
6014,WA,-31.93639,115.80817,4
6015,WA,-31.93845,115.76468,1
6016,WA,-31.92122,115.83118,2
6017,WA,-31.90836,115.81456,3
6018,WA,-31.89196,115.78682,7
6019,WA,-31.90733,115.76918,2
6020,WA,-31.85270,115.76540,5
6021,WA,-31.87167,115.81193,2
6022,WA,-31.85200,115.80924,1
6023,WA,-31.83447,115.77403,2
6024,WA,-31.83489,115.80307,2
6025,WA,-31.79583,115.75441,4
6026,WA,-31.80171,115.79983,2
6027,WA,-31.76335,115.75640,8
6028,WA,-31.73372,115.74765,4
6029,WA,-31.87690,115.75569,1
6030,WA,-31.68734,115.71168,6
6031,WA,-31.69254,115.77214,3
6032,WA,-31.64323,115.74887,1
6033,WA,-31.60911,115.71136,1
6034,WA,-31.58561,115.66388,1
6035,WA,-31.52472,115.72990,1
6036,WA,-31.64938,115.70986,2
6037,WA,-31.48847,115.61611,1
6038,WA,-32.28915,115.72305,1
6041,WA,-31.37967,115.56855,5
6042,WA,-31.25441,115.50862,1
6043,WA,-31.14176,115.42452,2
6044,WA,-30.97285,115.42466,4
6050,WA,-31.93057,115.87186,3
6051,WA,-31.93811,115.89959,1
6052,WA,-31.91546,115.88398,2
6053,WA,-31.92086,115.91485,1
6054,WA,-31.90180,115.94257,6
6055,WA,-31.85176,115.98469,9
6056,WA,-31.83840,116.02610,17
6057,WA,-31.94994,116.00424,2
6058,WA,-31.98524,116.00669,1
6059,WA,-31.88286,115.86173,1
6060,WA,-31.90142,115.84258,5
6061,WA,-31.86411,115.84348,4
6062,WA,-31.88632,115.89088,3
6063,WA,-31.86287,115.94001,2
6064,WA,-31.83533,115.84910,4
6065,WA,-31.69444,115.84533,18
6066,WA,-31.84269,115.89651,1
6067,WA,-31.81606,115.89964,1
6068,WA,-31.82620,115.94111,1
6069,WA,-31.77303,116.00503,7
6070,WA,-31.92904,116.07927,1
6071,WA,-31.88909,116.10043,2
6072,WA,-31.90783,116.13205,1
6073,WA,-31.94935,116.28143,3
6074,WA,-31.89659,116.20454,1
6076,WA,-32.10896,116.20826,12
6077,WA,-31.69444,115.84533,2
6078,WA,-31.69444,115.84533,2
6079,WA,-31.69444,115.84533,2
6081,WA,-31.87605,116.14607,2
6082,WA,-31.73837,116.29571,2
6083,WA,-31.79305,116.19664,2
6084,WA,-31.62202,116.07283,5
6090,WA,-31.86259,115.89425,1
6100,WA,-31.97173,115.89603,3
6101,WA,-31.98525,115.90858,4
6102,WA,-32.00468,115.90806,4
6103,WA,-31.96036,115.91346,1
6104,WA,-31.96550,115.97763,3
6105,WA,-31.95388,115.96329,3
6106,WA,-31.99208,115.94556,2
6107,WA,-32.01766,115.96714,7
6108,WA,-32.06089,115.95358,1
6109,WA,-32.03990,116.01317,2
6110,WA,-32.07854,116.00860,4
6111,WA,-32.09971,116.12496,10
6112,WA,-32.15790,115.99722,13
6121,WA,-32.20893,115.91646,2
6122,WA,-32.22172,116.00720,4
6123,WA,-32.29518,115.98589,2
6124,WA,-32.33832,116.07249,1
6125,WA,-32.36443,115.90128,3
6126,WA,-32.44003,115.97704,1
6147,WA,-32.04377,115.94135,3
6148,WA,-32.03018,115.92469,4
6149,WA,-32.06494,115.85868,2
6150,WA,-32.06168,115.83361,3
6151,WA,-31.98220,115.86948,3
6152,WA,-32.00851,115.87006,5
6153,WA,-32.02436,115.83753,6
6154,WA,-32.04006,115.82599,3
6155,WA,-32.06150,115.89078,4
6156,WA,-32.03954,115.80023,4
6157,WA,-32.03823,115.78373,3
6158,WA,-32.03854,115.76656,1
6159,WA,-32.03522,115.75031,1
6160,WA,-32.05407,115.75454,1
6161,WA,-32.00555,115.52052,1
6162,WA,-32.06877,115.75902,3
6163,WA,-32.08667,115.80166,13
6164,WA,-32.13021,115.85744,11
6165,WA,-32.19598,115.79943,2
6166,WA,-32.15229,115.78976,5
6167,WA,-32.22366,115.83531,13
6168,WA,-32.28196,115.75773,8
6169,WA,-32.33850,115.76395,4
6170,WA,-32.26564,115.83597,2
6171,WA,-32.32886,115.83326,1
6172,WA,-32.37547,115.75315,1
6173,WA,-32.40741,115.75791,1
6174,WA,-32.42656,115.76022,1
6175,WA,-32.44590,115.75529,1
6176,WA,-32.42167,115.81432,1
6180,WA,-32.55798,115.72829,2
6181,WA,-32.55798,115.72829,1
6182,WA,-32.44631,115.83226,1
6207,WA,-32.51429,115.95959,5
6208,WA,-32.63062,115.84759,11
6209,WA,-32.55798,115.72829,2
6210,WA,-32.55798,115.72829,24
6211,WA,-32.60721,115.70694,4
6213,WA,-32.70206,116.12825,7
6214,WA,-32.75043,115.85938,3
6215,WA,-32.85381,115.89671,6
6218,WA,-32.94615,115.90311,1
6219,WA,-33.00350,115.85150,1
6220,WA,-33.03122,116.02978,5
6221,WA,-33.11933,115.90735,2
6223,WA,-33.18208,115.90322,1
6224,WA,-33.24514,115.84679,2
6225,WA,-33.35257,116.20489,18
6226,WA,-33.29183,115.84723,1
6227,WA,-33.32281,115.86860,1
6228,WA,-33.33806,115.77650,1
6229,WA,-33.35210,115.70738,2
6230,WA,-33.34108,115.64920,13
6231,WA,-33.36438,115.65556,1
6232,WA,-33.31663,115.70426,2
6233,WA,-33.27903,115.71443,5
6236,WA,-33.41044,115.82892,8
6237,WA,-33.47599,115.67406,6
6239,WA,-33.56487,115.92393,11
6240,WA,-33.54959,115.96614,1
6243,WA,-33.68873,116.20693,2
6244,WA,-33.76389,116.51544,8
6251,WA,-33.68266,115.88866,3
6252,WA,-33.74828,115.95673,1
6253,WA,-33.77394,116.03654,3
6254,WA,-33.84441,116.07264,2
6255,WA,-33.97161,116.15538,7
6256,WA,-34.05233,116.16658,6
6258,WA,-34.31282,116.40218,24
6260,WA,-34.43874,115.86063,11
6262,WA,-34.67776,116.14653,6
6271,WA,-33.62118,115.61567,5
6275,WA,-34.05530,115.62652,10
6280,WA,-33.72873,115.30474,34
6281,WA,-33.61079,115.07680,5
6282,WA,-33.72288,115.02392,2
6284,WA,-33.85759,115.18868,4
6285,WA,-33.93983,115.25255,10
6286,WA,-34.06182,115.17653,4
6288,WA,-34.17102,115.23362,7
6290,WA,-34.29383,115.14223,6
6302,WA,-31.89641,116.73884,24
6304,WA,-32.17661,116.76028,7
6306,WA,-32.29652,117.14063,5
6308,WA,-32.57901,116.66524,9
6309,WA,-32.66832,117.12923,4
6311,WA,-32.80353,117.12090,8
6312,WA,-32.97912,117.30686,9
6313,WA,-33.05792,117.24328,1
6315,WA,-33.28627,117.34280,12
6316,WA,-33.53231,117.38456,6
6317,WA,-33.64736,117.73891,14
6318,WA,-33.86202,117.65113,4
6320,WA,-34.09640,117.71790,7
6321,WA,-34.26948,117.39853,1
6322,WA,-34.41197,117.49162,1
6323,WA,-34.48624,117.62552,1
6324,WA,-34.61829,117.78147,8
6326,WA,-34.76936,117.78534,1
6327,WA,-34.85854,117.59342,2
6328,WA,-34.88389,118.47699,9
6330,WA,-34.90544,117.86329,50
6331,WA,-35.02690,117.88400,1
6332,WA,-33.53673,116.92923,2
6333,WA,-34.89784,117.17081,18
6335,WA,-33.86902,118.11278,4
6336,WA,-33.92824,118.59680,6
6337,WA,-33.99045,119.23719,5
6338,WA,-34.36286,118.65712,9
6341,WA,-33.51365,118.21517,1
6343,WA,-33.53556,118.79925,1
6346,WA,-33.31907,120.34901,4
6348,WA,-33.88131,120.14577,1
6350,WA,-33.31940,117.76158,4
6351,WA,-33.18937,117.92207,2
6352,WA,-33.18547,118.08616,4
6353,WA,-33.13138,118.51034,10
6355,WA,-33.03269,119.09834,11
6356,WA,-33.04302,119.85282,3
6357,WA,-32.80966,118.72416,1
6358,WA,-32.48392,118.67192,1
6359,WA,-32.50578,119.25028,3
6361,WA,-32.98940,117.75720,2
6363,WA,-32.91979,118.00421,2
6365,WA,-32.72314,118.28878,4
6367,WA,-32.42265,118.35194,2
6368,WA,-32.18946,118.33995,1
6369,WA,-32.02368,118.80645,6
6370,WA,-32.78459,117.59759,6
6372,WA,-32.63398,117.72681,2
6373,WA,-32.49542,117.76390,1
6375,WA,-32.28628,117.87984,6
6383,WA,-31.95300,117.37688,13
6384,WA,-31.95555,117.66621,1
6385,WA,-31.90207,117.74730,1
6386,WA,-31.95007,117.81514,1
6390,WA,-32.80544,116.41337,11
6391,WA,-33.06330,116.77320,8
6392,WA,-33.33682,116.65711,5
6393,WA,-33.53823,116.85396,4
6394,WA,-33.80772,116.95572,8
6395,WA,-33.88515,117.06528,6
6396,WA,-34.35546,117.03150,2
6397,WA,-34.54367,116.95536,1
6398,WA,-34.78861,116.60404,3
6401,WA,-31.63964,116.67550,19
6403,WA,-31.64390,116.79748,1
6405,WA,-31.60582,117.02019,4
6407,WA,-31.65114,117.22206,6
6409,WA,-31.61169,117.48042,5
6410,WA,-31.57999,117.67999,5
6411,WA,-31.55053,117.90531,2
6412,WA,-31.60108,117.97982,2
6413,WA,-31.55564,118.06404,1
6414,WA,-31.52676,118.16780,1
6415,WA,-31.48122,118.28998,6
6418,WA,-31.89554,118.16260,2
6419,WA,-32.03118,118.09778,1
6420,WA,-31.74834,118.71826,2
6421,WA,-31.32754,118.52421,4
6422,WA,-31.38412,118.56440,1
6423,WA,-31.12550,118.69292,4
6424,WA,-31.29634,118.89627,3
6425,WA,-31.39815,119.14320,2
6426,WA,-30.36131,119.31127,14
6427,WA,-30.85057,119.54090,1
6428,WA,-32.14200,118.02054,1
6429,WA,-30.94979,120.89889,8
6430,WA,-30.61266,121.44655,14
6431,WA,-30.40364,122.68388,13
6432,WA,-30.87101,121.54178,4
6433,WA,-30.75739,121.47910,5
6434,WA,-30.82016,125.67282,5
6435,WA,-28.21931,120.44875,1
6436,WA,-29.60225,124.85684,2
6437,WA,-27.68439,120.52980,2
6438,WA,-28.90003,121.09265,2
6440,WA,-26.16894,125.73316,7
6442,WA,-31.24161,121.76074,3
6443,WA,-32.39502,123.74419,11
6445,WA,-32.98170,121.63873,2
6446,WA,-33.22344,121.68232,1
6447,WA,-33.45132,121.73221,4
6448,WA,-33.65055,121.79890,1
6450,WA,-33.40115,122.21113,23
6452,WA,-32.91833,122.89500,3
6460,WA,-31.26665,116.77903,5
6461,WA,-31.14072,117.08333,2
6462,WA,-31.12529,117.20435,3
6463,WA,-31.12650,117.24930,1
6465,WA,-30.85998,117.07116,1
